target_gene	organism	mirna	Total context++ score
KIAA1257	human	mir197	-0.07
LEF1	human	mir197	-0.0
LSG1	human	mir197	-0.02
ST3GAL6	human	mir197	-0.02
RBM27	human	mir197	-0.09
FSTL4	human	mir197	-0.05
MED20	human	mir197	-0.12
COL6A5	human	mir197	-0.3
PRKAR2A	human	mir197	-0.15
CDC14B	human	mir197	-0.03
KAT6A	human	mir197	-0.02
CDK6	human	mir197	-0.04
SGCE	human	mir197	-0.02
SH2D4A	human	mir197	-0.03
EXPH5	human	mir197	-0.09
HPX	human	mir197	-0.0
TIMP3	human	mir197	-0.05
BCL2L14	human	mir197	-0.66
AEBP2	human	mir197	-0.02
C1RL	human	mir197	-0.09
CLSTN3	human	mir197	-0.19
LLPH	human	mir197	-0.0
MARCH9	human	mir197	-0.02
TMEM19	human	mir197	-0.23
L2HGDH	human	mir197	-0.0
C14orf37	human	mir197	-0.01
STON2	human	mir197	-0.03
ITPK1	human	mir197	-0.08
TCF12	human	mir197	-0.01
RAD51	human	mir197	-0.02
TSPAN3	human	mir197	-0.14
ABAT	human	mir197	-0.1
MYLK4	human	mir197	-0.34
NEK8	human	mir197	-0.24
BZRAP1	human	mir197	-0.02
SSH2	human	mir197	-0.06
ASXL3	human	mir197	-0.03
GATA6	human	mir197	-0.0
TP53	human	mir197	-0.13
RNF165	human	mir197	-0.04
MBD1	human	mir197	-0.23
PMAIP1	human	mir197	-0.27
NT5C3B	human	mir197	-0.13
TXNL4A	human	mir197	-0.55
AKAP8	human	mir197	-0.14
MED16	human	mir197	-0.44
PGPEP1	human	mir197	-1.42
ZFP14	human	mir197	-0.04
HUNK	human	mir197	-0.14
IFNAR1	human	mir197	-0.14
CACNG8	human	mir197	-0.08
C19orf52	human	mir197	-0.01
SLC47A1	human	mir197	-0.05
SPIB	human	mir197	-0.02
PRDM16	human	mir197	-0.03
CD53	human	mir197	-0.92
SFT2D2	human	mir197	-0.04
ILDR2	human	mir197	-0.04
ENSA	human	mir197	-0.42
ITPKB	human	mir197	-0.2
SULT1C4	human	mir197	-0.39
KIAA1715	human	mir197	-0.0
UBR3	human	mir197	-0.03
NYAP2	human	mir197	-0.5
UBE2F	human	mir197	-0.23
HES6	human	mir197	-0.0
DIS3L2	human	mir197	-0.14
RQCD1	human	mir197	-0.61
DNPEP	human	mir197	-0.01
KIAA0226	human	mir197	-0.18
DGKQ	human	mir197	-0.17
OCIAD2	human	mir197	-0.0
KLHL8	human	mir197	-0.2
RPL37	human	mir197	-0.02
ATG12	human	mir197	-0.0
TIMD4	human	mir197	-0.0
NHP2	human	mir197	-0.24
LRRTM2	human	mir197	-0.17
CLVS2	human	mir197	-0.01
AIG1	human	mir197	-0.16
QKI	human	mir197	-0.2
DENND2A	human	mir197	-0.16
SSX2B	human	mir197	-0.43
FRMPD3	human	mir197	-0.14
STAR	human	mir197	-0.17
GINS4	human	mir197	-0.11
TRIM55	human	mir197	-0.14
CDKN2B	human	mir197	-0.16
ASB6	human	mir197	-0.51
FAM73B	human	mir197	-0.36
AL354898.1	human	mir197	-0.47
CACNA1B	human	mir197	-0.01
HERC4	human	mir197	-0.45
HTR7	human	mir197	-0.79
VAX1	human	mir197	-0.23
NPFFR1	human	mir197	-0.03
PAOX	human	mir197	-0.0
LRRC4C	human	mir197	-0.0
HSD17B12	human	mir197	-0.18
SLC1A2	human	mir197	-0.02
GLYAT	human	mir197	-0.17
SERPING1	human	mir197	-0.0
TENM4	human	mir197	-0.01
ZC3H12C	human	mir197	-0.1
MYRF	human	mir197	-0.06
SCN2B	human	mir197	-0.03
ORAOV1	human	mir197	-0.49
SLC22A9	human	mir197	-0.14
UHRF1BP1L	human	mir197	-0.23
CTAGE5	human	mir197	-0.01
IL18	human	mir197	-0.42
FREM2	human	mir197	-0.04
DENR	human	mir197	-0.05
SLC7A11	human	mir197	-0.01
CCRN4L	human	mir197	-0.12
DIP2C	human	mir197	-0.13
NDUFC2	human	mir197	-0.03
NUBPL	human	mir197	-0.24
TMEM45B	human	mir197	-0.04
GUF1	human	mir197	-0.06
FARSB	human	mir197	-0.0
MED13L	human	mir197	-0.07
GEMIN6	human	mir197	-0.06
ATP5A1	human	mir197	-0.01
PDK1	human	mir197	-0.0
ZNF551	human	mir197	-0.15
CAMK4	human	mir197	-0.02
GRM1	human	mir197	-0.02
PLEKHG4B	human	mir197	-0.05
ATP8B1	human	mir197	-0.02
FAM105B	human	mir197	-0.23
CC2D1B	human	mir197	-0.1
ABCA6	human	mir197	-0.0
UCHL1	human	mir197	-0.23
GPR26	human	mir197	-0.08
ATP5G3	human	mir197	-0.0
PDLIM3	human	mir197	-0.28
C21orf91	human	mir197	-0.46
ADAMTS5	human	mir197	-0.31
FLCN	human	mir197	-0.21
OXNAD1	human	mir197	-0.03
NUP205	human	mir197	-0.03
CASP10	human	mir197	-0.17
GNAQ	human	mir197	-0.12
MMP16	human	mir197	-0.11
KCNMA1	human	mir197	-0.07
UQCRB	human	mir197	-0.0
NODAL	human	mir197	-0.0
ZIC3	human	mir197	-0.81
MPV17L	human	mir197	-0.04
FANCD2	human	mir197	-0.24
STEAP2	human	mir197	-0.15
PDF	human	mir197	-0.02
FMNL2	human	mir197	-0.16
WIPI2	human	mir197	-0.03
NCF1	human	mir197	-0.0
SPATA2L	human	mir197	-0.1
UBR1	human	mir197	-0.05
TRMU	human	mir197	-0.0
SHF	human	mir197	-0.18
HSF2BP	human	mir197	-0.17
LRRC3	human	mir197	-0.19
C21orf58	human	mir197	-0.5
ZNF714	human	mir197	-0.21
PRX	human	mir197	-0.06
ADAR	human	mir197	-0.09
LY6K	human	mir197	-0.0
ZNF333	human	mir197	-0.18
ABHD17A	human	mir197	-0.08
FBXO27	human	mir197	-0.15
ZNF562	human	mir197	-0.17
LUC7L	human	mir197	-0.0
CLPB	human	mir197	-0.03
MAP4K2	human	mir197	-0.0
CYB561A3	human	mir197	-1.19
ZYG11B	human	mir197	-0.07
DRAXIN	human	mir197	-0.05
TMCO4	human	mir197	-0.23
PEX13	human	mir197	-0.44
ARL5A	human	mir197	-0.04
FAM84A	human	mir197	-0.12
KCNJ3	human	mir197	-0.34
FRZB	human	mir197	-0.09
NUP35	human	mir197	-0.27
WDR92	human	mir197	-0.19
PAQR3	human	mir197	-0.07
LRRC58	human	mir197	-0.02
TMEM79	human	mir197	-0.16
ABI2	human	mir197	-0.01
SLMAP	human	mir197	-0.09
SMIM14	human	mir197	-0.24
SYN1	human	mir197	-0.27
ZNF35	human	mir197	-0.43
ZDHHC3	human	mir197	-0.17
TPRA1	human	mir197	-0.01
SNIP1	human	mir197	-0.13
TMEM41A	human	mir197	-0.2
PIGG	human	mir197	-0.33
IL17RD	human	mir197	-0.02
UBXN7	human	mir197	-0.09
EXO5	human	mir197	-0.0
CAMK2D	human	mir197	-0.11
HSPA4L	human	mir197	-0.01
GUCY1A3	human	mir197	-0.01
STARD4	human	mir197	-0.3
CMBL	human	mir197	-0.08
GPX8	human	mir197	-0.07
TERT	human	mir197	-0.53
ADCY1	human	mir197	-0.03
SPIDR	human	mir197	-0.72
PHAX	human	mir197	-0.04
SLC25A32	human	mir197	-0.0
TRMT10B	human	mir197	-0.2
FAM122B	human	mir197	-0.58
WDFY2	human	mir197	-0.02
PGM2L1	human	mir197	-0.03
HEPACAM	human	mir197	-0.12
VSTM4	human	mir197	-0.09
FAM175B	human	mir197	-0.12
JAKMIP3	human	mir197	-0.03
ISCA2	human	mir197	-0.01
CPSF2	human	mir197	-0.11
BTBD7	human	mir197	-0.09
CLMN	human	mir197	-0.01
SPRED1	human	mir197	-0.03
SVOP	human	mir197	-0.36
HIF1AN	human	mir197	-0.01
ANAPC16	human	mir197	-0.02
RNF169	human	mir197	-0.02
MARVELD3	human	mir197	-0.56
CASC4	human	mir197	-0.32
SLFN5	human	mir197	-0.03
C16orf45	human	mir197	-0.0
KIAA0101	human	mir197	-0.01
DCTN5	human	mir197	-0.04
EPB42	human	mir197	-0.27
C17orf78	human	mir197	-0.15
CD3D	human	mir197	-0.0
KLHL26	human	mir197	-0.16
SGK494	human	mir197	-0.1
SEMA6B	human	mir197	-0.09
KCTD5	human	mir197	-0.25
MSANTD4	human	mir197	-0.0
LRRC28	human	mir197	-0.03
PYGO1	human	mir197	-0.16
FUT9	human	mir197	-0.05
PCSK9	human	mir197	-0.01
UBB	human	mir197	-0.03
DDX19A	human	mir197	-0.02
CDKN2AIP	human	mir197	-0.23
RGPD8	human	mir197	-0.0
PDHB	human	mir197	-0.0
CTNNA1	human	mir197	-0.65
NUDCD2	human	mir197	-0.07
LETM1	human	mir197	-0.26
SPRY3	human	mir197	-0.07
BTD	human	mir197	-0.02
PRKCB	human	mir197	-0.15
ANTXR1	human	mir197	-0.23
AFAP1L2	human	mir197	-0.28
ADCYAP1R1	human	mir197	-0.0
C15orf40	human	mir197	-0.33
PPP4R4	human	mir197	-0.18
TMEM154	human	mir197	-0.03
SOX7	human	mir197	-0.09
SHE	human	mir197	-0.04
FAM84B	human	mir197	-0.1
SIK2	human	mir197	-0.11
TRIM35	human	mir197	-0.12
KIAA1024	human	mir197	-0.08
SMYD4	human	mir197	-0.05
CERS6	human	mir197	-0.14
CYCS	human	mir197	-0.03
PTGDR	human	mir197	-0.05
GBX2	human	mir197	-0.0
C2orf68	human	mir197	-0.06
RNF181	human	mir197	-0.32
TMEM192	human	mir197	-0.0
CHTF8	human	mir197	-0.32
PTGER3	human	mir197	-0.21
PTPN9	human	mir197	-0.53
PAIP1	human	mir197	-0.03
COG8	human	mir197	-0.01
CHRNA7	human	mir197	-0.02
ZNF584	human	mir197	-0.0
MPLKIP	human	mir197	-0.01
MAP2K1	human	mir197	-0.33
ABHD15	human	mir197	-0.0
TMEM87A	human	mir197	-0.45
C11orf63	human	mir197	-0.19
SLCO1A2	human	mir197	-0.04
RASSF6	human	mir197	-0.06
ZIK1	human	mir197	-1.04
APLN	human	mir197	-0.06
MAGI3	human	mir197	-0.01
HOOK3	human	mir197	-0.03
NKIRAS2	human	mir197	-0.16
RP11	human	mir197	-2.81
ZBTB5	human	mir197	-0.24
ADAT1	human	mir197	-0.17
MCL1	human	mir197	-0.05
SLC16A13	human	mir197	-0.02
CASP3	human	mir197	-0.37
APOBEC3F	human	mir197	-0.17
TMOD3	human	mir197	-0.03
MARCH3	human	mir197	-0.06
ALG10B	human	mir197	-0.23
LEP	human	mir197	-0.32
CYP2W1	human	mir197	-0.16
CKS1B	human	mir197	-0.5
UBXN2A	human	mir197	-0.22
C12orf76	human	mir197	-0.61
ZHX3	human	mir197	-0.0
HFE	human	mir197	-0.12
PPARGC1B	human	mir197	-0.1
XCR1	human	mir197	-0.02
ZMIZ2	human	mir197	-0.03
KLF7	human	mir197	-0.01
MRP63	human	mir197	-0.0
PTPN2	human	mir197	-0.03
C4orf32	human	mir197	-0.0
GGA2	human	mir197	-0.15
TRMT10C	human	mir197	-0.0
SEC22A	human	mir197	-0.06
ACO1	human	mir197	-0.0
CFLAR	human	mir197	-0.29
CARKD	human	mir197	-0.7
KLK10	human	mir197	-0.17
KCNE3	human	mir197	-0.08
RBM14	human	mir197	-0.0
ARHGAP32	human	mir197	-0.04
CPED1	human	mir197	-0.12
SUGT1	human	mir197	-0.05
DCAKD	human	mir197	-0.16
CYB561D1	human	mir197	-1.1
SULT1B1	human	mir197	-0.13
DCAF7	human	mir197	-0.06
ZNF621	human	mir197	-0.16
ZNF431	human	mir197	-0.14
DMXL1	human	mir197	-0.0
TNS3	human	mir197	-0.3
PDE12	human	mir197	-0.35
INTS6	human	mir197	-0.04
HPSE	human	mir197	-0.13
PDP2	human	mir197	-0.13
MRPL52	human	mir197	-0.0
F2	human	mir197	-0.0
ZNF417	human	mir197	-0.07
AMZ1	human	mir197	-0.24
POLD4	human	mir197	-0.0
DST	human	mir197	-0.02
PEAK1	human	mir197	-0.02
KIAA1551	human	mir197	-0.01
YPEL2	human	mir197	-0.46
LPP	human	mir197	-0.03
HS3ST5	human	mir197	-0.33
PDE4DIP	human	mir197	-0.3
SUV39H2	human	mir197	-0.02
PNMAL1	human	mir197	-0.19
AKAP17A	human	mir197	-0.23
BTBD9	human	mir197	-0.02
ANP32E	human	mir197	-0.54
MTMR10	human	mir197	-0.3
CIRH1A	human	mir197	-0.01
MKRN3	human	mir197	-0.23
LOH12CR1	human	mir197	-0.01
PFAS	human	mir197	-0.0
SAMD12	human	mir197	-0.29
CD55	human	mir197	-0.03
GRIN1	human	mir197	-0.41
RNASEH1	human	mir197	-0.13
CHDH	human	mir197	-0.0
SSTR2	human	mir197	-0.0
ARSJ	human	mir197	-0.49
GCSH	human	mir197	-0.05
LSM10	human	mir197	-0.0
ING3	human	mir197	-0.47
YOD1	human	mir197	-0.02
GDPD4	human	mir197	-0.38
LYSMD3	human	mir197	-1.31
HNF4A	human	mir197	-0.12
CCNG2	human	mir197	-0.74
ZBTB8A	human	mir197	-0.21
SNAPC5	human	mir197	-0.23
ALX1	human	mir197	-0.0
TRIM25	human	mir197	-0.32
SLC7A8	human	mir197	-0.41
LYPLA1	human	mir197	-0.0
MVB12A	human	mir197	-0.38
ZNF559	human	mir197	-0.01
KANK4	human	mir197	-0.14
BCL2L13	human	mir197	-0.0
NKPD1	human	mir197	-0.04
LASP1	human	mir197	-0.58
RNF168	human	mir197	-0.21
UBE2N	human	mir197	-0.01
MYO1D	human	mir197	-0.1
TSTD1	human	mir197	-0.45
PPFIBP1	human	mir197	-0.08
GLTP	human	mir197	-0.11
CA5B	human	mir197	-0.02
ORAI3	human	mir197	-0.35
AVL9	human	mir197	-0.03
DIP2A	human	mir197	-0.43
SWAP70	human	mir197	-0.09
C14orf119	human	mir197	-0.0
RAPH1	human	mir197	-0.17
ZDHHC22	human	mir197	-0.32
C1orf220	human	mir197	-0.32
KARS	human	mir197	-0.0
ZNF384	human	mir197	-0.02
PDDC1	human	mir197	-0.1
AGPAT4	human	mir197	-0.47
PACS1	human	mir197	-0.01
SSBP2	human	mir197	-0.0
KIF1C	human	mir197	-0.02
NFATC2IP	human	mir197	-0.02
FMN1	human	mir197	-0.36
PITPNB	human	mir197	-0.17
BAIAP2	human	mir197	-0.07
GCC1	human	mir197	-0.12
FCRL6	human	mir197	-0.35
COQ7	human	mir197	-0.01
SOX11	human	mir197	-0.31
EHD3	human	mir197	-0.03
TRIM72	human	mir197	-0.08
NPEPPS	human	mir197	-0.02
GIPC3	human	mir197	-0.2
COX5A	human	mir197	-0.01
EEA1	human	mir197	-0.04
ZBTB7A	human	mir197	-0.03
DIO1	human	mir197	-0.4
NCL	human	mir197	-0.0
E2F7	human	mir197	-0.27
KCNH5	human	mir197	-0.22
RRP7A	human	mir197	-0.15
MIEF2	human	mir197	-0.06
SNX29	human	mir197	-0.06
SENP5	human	mir197	-0.08
WIPF2	human	mir197	-0.01
TCOF1	human	mir197	-0.0
MRE11A	human	mir197	-0.25
ST8SIA3	human	mir197	-0.03
CYP2B6	human	mir197	-0.09
TDRP	human	mir197	-0.2
CD28	human	mir197	-0.01
NLRP12	human	mir197	-0.1
FANCB	human	mir197	-0.0
ZCCHC10	human	mir197	-0.19
ZKSCAN1	human	mir197	-0.09
MTURN	human	mir197	-0.01
ZNF283	human	mir197	-0.07
CREG2	human	mir197	-0.11
CRMP1	human	mir197	-0.0
BET1L	human	mir197	-0.04
ANGPT2	human	mir197	-0.17
MIEF1	human	mir197	-0.04
PGR	human	mir197	-0.02
MLLT6	human	mir197	-0.06
SNX22	human	mir197	-0.52
C11orf16	human	mir197	-0.09
SNX18	human	mir197	-0.2
SLC36A4	human	mir197	-0.02
LARP1B	human	mir197	-0.16
ERGIC1	human	mir197	-0.01
PTPMT1	human	mir197	-0.0
NPHP3	human	mir197	-0.03
HARBI1	human	mir197	-0.03
YME1L1	human	mir197	-0.12
LCORL	human	mir197	-0.07
FGFR1OP2	human	mir197	-0.34
MMS19	human	mir197	-0.0
EXOSC3	human	mir197	-0.0
EED	human	mir197	-0.05
SEPHS1	human	mir197	-0.06
FAM174B	human	mir197	-0.03
XKR4	human	mir197	-0.05
PRR14L	human	mir197	-0.02
TNFAIP8L1	human	mir197	-0.19
IFNLR1	human	mir197	-0.04
YAF2	human	mir197	-0.09
C16orf72	human	mir197	-0.0
KCNK12	human	mir197	-0.18
CXorf38	human	mir197	-0.03
ZNF85	human	mir197	-0.04
FAM120C	human	mir197	-0.06
C1QTNF8	human	mir197	-0.31
COA5	human	mir197	-0.02
BACE2	human	mir197	-0.02
ANKRD44	human	mir197	-0.33
FOXK1	human	mir197	-0.08
THEMIS2	human	mir197	-0.69
SYNGR1	human	mir197	-0.38
MANEAL	human	mir197	-0.42
CALN1	human	mir197	-0.05
GRPEL2	human	mir197	-0.19
RGPD6	human	mir197	-0.07
PEX26	human	mir197	-0.05
PYCR1	human	mir197	-0.09
IST1	human	mir197	-0.34
IDH2	human	mir197	-0.01
TMEM44	human	mir197	-0.07
SKA2	human	mir197	-0.12
ZNF696	human	mir197	-0.01
ZKSCAN8	human	mir197	-0.1
HDDC3	human	mir197	-0.75
ACTRT3	human	mir197	-0.3
RCAN2	human	mir197	-0.13
C21orf90	human	mir197	-0.19
ZNF397	human	mir197	-0.05
ZNF470	human	mir197	-0.02
INF2	human	mir197	-0.01
LYRM4	human	mir197	-0.17
TLCD2	human	mir197	-0.02
CMTM4	human	mir197	-0.08
WDR5B	human	mir197	-0.36
TACC1	human	mir197	-0.01
DUT	human	mir197	-0.47
FBLN7	human	mir197	-0.03
CLN8	human	mir197	-0.0
IKZF1	human	mir197	-0.1
POFUT2	human	mir197	-0.11
RBM43	human	mir197	-0.11
SMDT1	human	mir197	-0.1
SLC6A17	human	mir197	-0.1
TMEM106A	human	mir197	-0.34
NAT8L	human	mir197	-0.04
SS18L1	human	mir197	-0.02
GLUL	human	mir197	-0.0
PTCH1	human	mir197	-0.14
TMPRSS2	human	mir197	-0.07
CHST6	human	mir197	-0.18
XPOT	human	mir197	-0.01
ZNF530	human	mir197	-0.01
TMEM105	human	mir197	-0.12
MTMR3	human	mir197	-0.1
NPTXR	human	mir197	-0.06
MGAT1	human	mir197	-0.0
BRWD1	human	mir197	-0.12
FAM83F	human	mir197	-0.09
TEX19	human	mir197	-0.46
PCLO	human	mir197	-0.03
FAM9C	human	mir197	-0.26
PPP4R1L	human	mir197	-0.13
ZNF347	human	mir197	-0.02
ZNF555	human	mir197	-0.11
MEGF8	human	mir197	-0.02
ARGFX	human	mir197	-0.0
PTPRB	human	mir197	-0.01
PRMT2	human	mir197	-0.72
DCUN1D4	human	mir197	-0.13
CCDC18	human	mir197	-0.06
DUSP18	human	mir197	-0.28
PRELID2	human	mir197	-0.05
PARVA	human	mir197	-0.03
PPP1CC	human	mir197	-0.94
KIF9	human	mir197	-0.38
ZNF486	human	mir197	-0.19
POLM	human	mir197	-0.01
CYP27C1	human	mir197	-0.07
INTU	human	mir197	-0.05
PITPNC1	human	mir197	-0.0
ZFAND4	human	mir197	-0.38
ST3GAL3	human	mir197	-0.12
HM13	human	mir197	-0.0
TNRC6B	human	mir197	-0.03
ACTR8	human	mir197	-0.09
ZNF446	human	mir197	-0.0
SLC6A16	human	mir197	-0.29
RNF24	human	mir197	-0.0
PCGF5	human	mir197	-0.33
KIAA0930	human	mir197	-0.0
MTDH	human	mir197	-0.01
SNTB2	human	mir197	-0.12
AP3S2	human	mir197	-0.46
EPHA3	human	mir197	-0.02
C6orf223	human	mir197	-0.12
FHL2	human	mir197	-0.23
SSX2	human	mir197	-0.43
CCDC88A	human	mir197	-0.15
PAX3	human	mir197	-0.37
HIP1	human	mir197	-0.01
SEC62	human	mir197	-0.1
LHX9	human	mir197	-0.22
FIP1L1	human	mir197	-0.2
IGF1	human	mir197	-0.03
KIAA1958	human	mir197	-0.1
CBX3	human	mir197	-0.1
ZNF394	human	mir197	-0.01
AKAP1	human	mir197	-0.0
C5orf56	human	mir197	-0.41
FBXO40	human	mir197	-0.35
PRIM1	human	mir197	-0.0
TMEM236	human	mir197	-0.57
MYO1F	human	mir197	-0.0
NBPF9	human	mir197	-0.3
ACACB	human	mir197	-0.12
TRPV2	human	mir197	-0.16
OTOF	human	mir197	-0.57
TPST2	human	mir197	-0.0
DYRK1A	human	mir197	-0.56
NRG1	human	mir197	-0.04
NCR3LG1	human	mir197	-0.05
RPL14	human	mir197	-0.04
SH2D4B	human	mir197	-0.33
SRFBP1	human	mir197	-0.01
DOCK9	human	mir197	-0.4
TRNT1	human	mir197	-0.17
WNT7B	human	mir197	-0.18
EDNRA	human	mir197	-0.42
ARL4C	human	mir197	-0.41
DNAJB13	human	mir197	-0.09
C10orf32	human	mir197	-0.31
CYP3A5	human	mir197	-0.85
NAALADL1	human	mir197	-0.26
KCTD21	human	mir197	-0.11
GPT2	human	mir197	-0.16
GAB2	human	mir197	-0.28
MEF2C	human	mir197	-0.18
RASSF4	human	mir197	-0.0
NDUFV3	human	mir197	-0.3
TMEM135	human	mir197	-0.0
XRRA1	human	mir197	-0.01
LIN54	human	mir197	-0.09
SLC4A4	human	mir197	-0.31
CCDC144A	human	mir197	-0.18
GOLGB1	human	mir197	-0.13
VWC2	human	mir197	-0.02
IDS	human	mir197	-0.04
ZNF169	human	mir197	-0.36
BROX	human	mir197	-0.0
BSDC1	human	mir197	-0.0
RBM33	human	mir197	-0.16
NBR1	human	mir197	-0.13
MKNK1	human	mir197	-0.38
SLC16A12	human	mir197	-0.45
CAPRIN1	human	mir197	-0.0
MEST	human	mir197	-0.16
BRI3BP	human	mir197	-0.02
ING4	human	mir197	-0.19
ASTN2	human	mir197	-0.21
WDR31	human	mir197	-0.27
ATP8B2	human	mir197	-0.13
DPP8	human	mir197	-0.13
C6orf132	human	mir197	-0.09
DLX1	human	mir197	-0.59
EPB41L3	human	mir197	-0.08
ZNF70	human	mir197	-0.05
SLC24A2	human	mir197	-0.02
PDPK1	human	mir197	-0.08
POU2F2	human	mir197	-0.06
METTL15	human	mir197	-0.03
SNRNP48	human	mir197	-0.04
PLSCR1	human	mir197	-0.0
CTD	human	mir197	-0.53
AC002472.13	human	mir197	-1.12
HIPK2	human	mir197	-0.04
C15orf61	human	mir197	-0.0
KIAA0247	human	mir197	-0.14
RDX	human	mir197	-0.59
LRRD1	human	mir197	-0.01
SEMA6A	human	mir197	-0.05
CDHR3	human	mir197	-0.49
DICER1	human	mir197	-0.0
ZNF34	human	mir197	-0.24
HOXA9	human	mir197	-0.0
TRIM24	human	mir197	-0.01
TLDC1	human	mir197	-0.14
ZNF678	human	mir197	-0.0
SUSD4	human	mir197	-0.2
FOXO3	human	mir197	-0.13
CORO2A	human	mir197	-0.01
ZC3H6	human	mir197	-0.02
ZNF763	human	mir197	-0.0
SEPT6	human	mir197	-0.23
CASZ1	human	mir197	-0.16
PXMP4	human	mir197	-0.03
IL6R	human	mir197	-0.21
GRAP2	human	mir197	-0.0
KRBOX4	human	mir197	-0.03
WDR91	human	mir197	-0.29
MED22	human	mir197	-0.11
MRRF	human	mir197	-0.02
MCPH1	human	mir197	-0.21
ENG	human	mir197	-0.09
LARP6	human	mir197	-0.0
THUMPD3	human	mir197	-0.03
FOXN3	human	mir197	-0.0
RAD51D	human	mir197	-0.0
OSTF1	human	mir197	-0.0
APP	human	mir197	-0.0
IKZF3	human	mir197	-0.03
WDR3	human	mir197	-0.16
DDX52	human	mir197	-0.33
HINFP	human	mir197	-0.27
SMN1	human	mir197	-0.26
FAS	human	mir197	-0.0
ACVR2B	human	mir197	-0.02
ABHD2	human	mir197	-0.09
GDE1	human	mir197	-0.0
SKP1	human	mir197	-0.0
LMBR1	human	mir197	-0.01
SPPL3	human	mir197	-0.06
CASC1	human	mir197	-0.39
PLA2G4C	human	mir197	-0.79
COPS8	human	mir197	-0.0
ZNF774	human	mir197	-0.07
KIAA0586	human	mir197	-0.01
MEF2A	human	mir197	-0.09
RBM3	human	mir197	-0.24
MAP7	human	mir197	-0.0
C11orf48	human	mir197	-0.0
PRKRIP1	human	mir197	-0.0
C7orf55	human	mir197	-0.03
PIP4K2C	human	mir197	-0.25
C5AR1	human	mir197	-0.23
ZNF607	human	mir197	-0.01
SYNCRIP	human	mir197	-0.18
THSD4	human	mir197	-0.04
CSF2RA	human	mir197	-0.81
NUDCD3	human	mir197	-0.02
MBNL1	human	mir197	-0.26
PDE4C	human	mir197	-0.09
UBE2H	human	mir197	-0.28
ZNF625	human	mir197	-0.29
SLC17A5	human	mir197	-0.06
ZCCHC11	human	mir197	-0.21
FAM227A	human	mir197	-0.15
ATP5G1	human	mir197	-0.05
CYP20A1	human	mir197	-0.04
EFCAB6	human	mir197	-0.18
CENPL	human	mir197	-0.08
SIGLEC10	human	mir197	-0.19
SH3BP2	human	mir197	-0.03
KPNA5	human	mir197	-0.24
ORAI2	human	mir197	-0.06
SEPT10	human	mir197	-0.8
RNF146	human	mir197	-0.81
CACNA2D1	human	mir197	-0.1
TNFRSF10C	human	mir197	-0.0
POTEE	human	mir197	-0.14
ZNF708	human	mir197	-0.02
IGF2R	human	mir197	-0.01
ZNF585A	human	mir197	-0.02
HCAR1	human	mir197	-0.73
RNF19B	human	mir197	-0.0
ANK2	human	mir197	-0.05
TRIM38	human	mir197	-0.0
GM2A	human	mir197	-0.0
SFPQ	human	mir197	-0.01
GFPT1	human	mir197	-0.02
PAPD5	human	mir197	-0.0
C15orf38	human	mir197	-0.21
ZNF74	human	mir197	-0.0
BRCA1	human	mir197	-0.11
ZNF816	human	mir197	-0.2
MIER1	human	mir197	-0.0
METTL20	human	mir197	-0.12
MCTP2	human	mir197	-0.12
TXNDC2	human	mir197	-0.41
ZNF441	human	mir197	-0.13
C15orf57	human	mir197	-0.53
GMFB	human	mir197	-0.07
C8orf86	human	mir197	-0.17
WDR37	human	mir197	-0.06
TMBIM4	human	mir197	-0.02
TRDMT1	human	mir197	-0.44
GSTK1	human	mir197	-0.06
ARHGAP19	human	mir197	-0.22
ZXDA	human	mir197	-0.04
SMIM7	human	mir197	-0.27
ZNF669	human	mir197	-0.26
BCAS4	human	mir197	-0.41
MYPN	human	mir197	-0.04
TGFBR2	human	mir197	-0.12
TRPM6	human	mir197	-0.15
ELAVL3	human	mir197	-0.09
STK40	human	mir197	-0.32
TPGS1	human	mir197	-0.02
SLAMF7	human	mir197	-0.12
MPZL1	human	mir197	-0.59
ZDHHC14	human	mir197	-0.01
ZNF675	human	mir197	-0.15
SIRPB2	human	mir197	-0.4
NUDT16	human	mir197	-0.25
DHDDS	human	mir197	-0.07
HOXA4	human	mir197	-0.26
SPN	human	mir197	-0.02
C17orf97	human	mir197	-0.14
ZNF605	human	mir197	-0.22
APH1A	human	mir197	-0.38
CUX1	human	mir197	-0.02
ZNF460	human	mir197	-0.19
EXOC8	human	mir197	-0.0
NMB	human	mir197	-0.48
HYKK	human	mir197	-0.23
PFKFB3	human	mir197	-0.61
PIGP	human	mir197	-0.0
NAV2	human	mir197	-0.02
VKORC1L1	human	mir197	-0.0
GTPBP4	human	mir197	-0.01
SIGLEC14	human	mir197	-0.0
DNAJC5	human	mir197	-0.07
TMEM239	human	mir197	-0.24
ZNF37A	human	mir197	-0.08
CAPZA2	human	mir197	-0.43
ZSCAN20	human	mir197	-0.07
NCKAP1	human	mir197	-0.0
SMURF1	human	mir197	-0.09
MOCS2	human	mir197	-0.1
FICD	human	mir197	-0.86
IPO9	human	mir197	-0.0
MAPK10	human	mir197	-0.3
PSMB5	human	mir197	-0.01
NAA35	human	mir197	-0.01
RUNDC1	human	mir197	-0.08
TIFA	human	mir197	-0.0
E2F2	human	mir197	-0.09
RNF121	human	mir197	-0.1
PCDH7	human	mir197	-0.0
IL1RN	human	mir197	-0.28
SGMS1	human	mir197	-0.16
GRIN3A	human	mir197	-0.12
TRPM3	human	mir197	-0.6
